timestamp,user_id,session_id,location_mode,in_break,break_type,mean_dwell_time,std_dwell_time,mean_flight_time,typing_speed_wpm,error_rate,mean_velocity,std_velocity,mean_acceleration,mean_curvature,click_frequency,idle_ratio,app_switch_frequency,active_app_entropy,total_focus_duration,session_duration_min,hour_of_day,day_of_week,geolocation_deviation,wifi_ssid_match,device_fingerprint_match,face_liveness_score,composite_risk_score,productivity_score,alert_triggered,contributing_factors,label
2026-03-23T22:38:17,IT22248626,sess_536809,office,False,,70.31,10.76,47.45,56.6,0.0222,394.92,74.25,130.25,0.368,2.03,0.057,4.09,1.679,1558.3,77.5,15,5,0.05,1.0,0.973,0.98,26.73,72.4,False,idle_ratio;wifi_ssid_match,normal
2026-03-30T07:42:42,IT22248626,sess_739653,office,False,,93.76,11.56,48.34,78.7,0.0347,352.22,79.19,118.1,0.537,1.49,0.124,4.33,1.448,1432.3,65.6,16,3,0.058,1.0,0.971,0.977,5.34,72.0,False,face_liveness_score,normal
2026-03-27T07:52:38,IT22248626,sess_179681,home,False,,81.6,12.56,53.03,77.0,0.0225,462.17,85.06,122.19,0.429,1.25,0.099,3.88,1.262,1560.8,54.7,7,2,0.094,1.0,0.942,0.95,10.87,96.6,False,geolocation_deviation;mean_velocity,normal
2026-03-20T23:15:34,IT22248626,sess_844875,home,False,,75.01,12.6,37.7,76.2,0.0202,448.26,94.55,149.78,0.475,2.3,0.194,3.96,1.508,1223.5,26.0,10,3,0.037,0.85,0.917,0.95,20.39,57.4,False,face_liveness_score;geolocation_deviation;app_switch_frequency,normal
2026-03-20T00:21:54,IT22248626,sess_239151,home,False,,100.3,13.09,40.79,72.2,0.023,254.83,98.26,120.28,0.373,1.63,0.094,5.86,1.786,1435.4,82.3,11,5,0.1,0.85,0.978,0.968,16.37,75.3,False,mean_dwell_time;face_liveness_score,normal
2026-03-05T11:31:52,IT22248626,sess_790151,office,False,,107.37,13.84,50.79,52.8,0.0297,493.9,79.57,144.21,0.356,2.26,0.199,4.46,1.57,1536.5,19.9,10,4,0.017,1.0,0.971,0.984,45.96,88.2,False,idle_ratio,normal
2026-03-07T13:42:08,IT22248626,sess_969005,home,False,,102.52,13.59,43.66,64.6,0.0105,404.38,64.01,127.67,0.527,1.65,0.064,4.38,0.972,1750.5,26.3,8,1,0.025,1.0,0.893,0.946,42.36,65.8,False,face_liveness_score,normal
2026-03-01T21:26:21,IT22248626,sess_743080,office,False,,76.91,13.27,47.8,59.5,0.0294,417.57,76.39,125.14,0.444,1.44,0.101,6.01,1.2,2188.6,44.2,9,2,0.059,0.85,0.925,0.981,11.3,91.9,False,geolocation_deviation,normal
2026-03-10T02:40:53,IT22248626,sess_311326,office,False,,78.32,12.56,48.3,75.9,0.0345,419.31,68.55,128.29,0.372,1.46,0.06,3.86,0.922,1757.4,86.2,16,2,0.03,1.0,0.981,0.996,38.84,59.5,False,geolocation_deviation,normal
2026-03-15T22:30:32,IT22248626,sess_681757,office,False,,77.34,12.44,36.86,69.8,0.0298,381.46,57.68,121.1,0.458,1.8,0.181,4.94,1.026,2001.5,64.3,15,4,0.094,1.0,0.949,0.991,17.46,65.4,False,app_switch_frequency;typing_speed_wpm,normal
2026-03-03T23:02:39,IT22248626,sess_452958,office,False,,110.73,15.81,40.5,79.4,0.0193,472.56,78.39,121.68,0.416,1.85,0.064,4.52,0.959,1397.1,85.1,10,1,0.089,1.0,0.985,1.0,17.82,87.3,False,typing_speed_wpm;wifi_ssid_match;mean_dwell_time,normal
2026-03-26T07:22:08,IT22248626,sess_854069,office,False,,65.27,13.54,42.11,77.2,0.0217,438.81,96.93,137.05,0.452,0.99,0.086,3.96,0.988,1604.6,35.7,18,1,0.12,1.0,0.928,0.989,29.71,83.7,False,geolocation_deviation,normal
2026-03-15T00:21:00,IT22248626,sess_269409,home,False,,75.0,12.22,47.91,75.7,0.0367,472.24,90.6,151.53,0.374,2.07,0.195,6.02,1.545,1779.5,40.4,14,3,0.093,1.0,0.981,0.969,22.37,81.4,False,mean_velocity;app_switch_frequency;idle_ratio,normal
2026-03-06T22:56:24,IT22248626,sess_309959,office,False,,76.14,10.2,40.2,57.9,0.0232,413.16,58.37,134.55,0.452,1.38,0.152,4.45,1.593,1715.8,87.4,15,4,0.068,1.0,0.914,0.963,26.0,73.4,False,app_switch_frequency;typing_speed_wpm;face_liveness_score,normal
2026-03-21T06:29:13,IT22248626,sess_468789,home,False,,100.29,14.09,50.28,59.5,0.0119,378.45,72.62,107.36,0.39,2.65,0.117,5.24,1.011,1902.0,68.6,15,1,0.01,1.0,0.967,0.973,26.09,60.9,False,geolocation_deviation;mean_velocity,normal
2026-03-03T12:32:50,IT22248626,sess_367114,home,True,lunch,83.11,11.16,58.77,54.8,0.0354,477.56,89.36,135.12,0.449,1.08,0.179,4.45,1.508,1409.0,26.7,15,2,0.094,1.0,0.953,0.934,45.72,91.5,False,app_switch_frequency;idle_ratio,normal
2026-03-27T15:47:31,IT22248626,sess_961426,home,False,,78.78,10.9,50.51,54.2,0.0184,538.99,103.75,91.5,0.466,0.8,0.089,3.68,1.688,2419.1,53.1,14,1,0.043,1.0,0.966,0.997,38.16,94.1,False,wifi_ssid_match;mean_velocity,normal
2026-03-21T00:12:26,IT22248626,sess_333892,home,False,,99.67,12.91,43.23,67.0,0.0364,259.44,86.0,140.71,0.354,2.24,0.196,5.38,1.55,1210.7,86.7,15,5,0.108,1.0,0.952,0.931,43.03,90.1,False,face_liveness_score,normal
2026-03-16T10:18:23,IT22248626,sess_911534,home,False,,75.62,16.94,41.4,54.6,0.031,369.98,93.85,134.19,0.532,1.68,0.087,4.71,1.501,1441.9,65.1,15,4,0.089,1.0,0.968,0.982,7.93,96.7,False,mean_velocity;app_switch_frequency;mean_dwell_time,normal
2026-03-28T01:03:05,IT22248626,sess_566570,office,False,,95.03,10.1,55.37,53.7,0.0171,510.6,57.67,159.47,0.49,2.36,0.098,3.0,1.079,1972.6,51.1,18,5,0.078,1.0,0.954,0.965,49.64,92.0,False,mean_velocity;mean_dwell_time;wifi_ssid_match,normal
2026-03-04T16:44:44,IT22248626,sess_353513,office,True,lunch,65.41,9.59,47.14,52.1,0.028,454.33,86.94,153.51,0.465,3.02,0.173,4.72,1.62,1509.7,62.0,8,2,0.058,1.0,0.968,0.922,34.19,65.0,False,app_switch_frequency;geolocation_deviation;mean_velocity,normal
2026-03-31T17:17:14,IT22248626,sess_259077,unknown,False,,63.85,12.15,48.38,61.7,0.021,513.44,80.46,137.01,0.386,1.72,0.149,3.03,1.192,1943.3,77.6,15,3,0.094,0.85,0.919,0.963,7.78,64.0,False,face_liveness_score;app_switch_frequency;idle_ratio,normal
2026-03-09T10:53:18,IT22248626,sess_454161,home,False,,79.34,12.06,52.31,63.1,0.0313,469.1,45.67,105.3,0.467,2.28,0.066,2.94,1.546,1919.5,73.3,8,5,0.084,1.0,0.954,0.991,8.54,69.2,False,app_switch_frequency;geolocation_deviation,normal
2026-03-08T10:48:06,IT22248626,sess_491228,office,False,,68.89,12.27,49.15,50.6,0.0329,519.28,109.78,134.24,0.398,1.54,0.067,2.95,1.452,1415.6,27.1,7,1,0.087,1.0,0.903,0.928,67.66,32.0,False,app_switch_frequency;typing_speed_wpm,low_risk_anomaly
2026-03-22T17:18:18,IT22248626,sess_927094,office,False,,79.22,14.31,49.73,65.6,0.0355,331.17,70.06,134.02,0.383,2.45,0.099,3.26,1.529,1831.1,68.2,13,4,0.04,1.0,0.928,0.995,38.71,88.9,False,idle_ratio;geolocation_deviation,normal
2026-03-20T21:50:42,IT22248626,sess_278655,office,False,,84.25,17.49,43.5,71.9,0.0249,550.89,97.04,120.65,0.41,1.38,0.12,6.81,1.663,1344.8,73.5,18,1,0.02,0.7,0.881,0.927,31.38,69.4,False,geolocation_deviation,normal
2026-03-14T16:18:32,IT22248626,sess_984775,office,False,,81.49,13.44,48.52,54.5,0.0196,471.06,81.35,141.13,0.35,0.86,0.09,5.46,1.374,1359.4,83.8,9,3,0.037,1.0,0.941,0.921,37.74,79.9,False,app_switch_frequency;face_liveness_score,normal
2026-03-22T07:48:43,IT22248626,sess_957627,office,False,,82.06,12.89,44.85,83.7,0.0298,398.08,84.54,154.29,0.381,2.09,0.184,3.89,1.374,1320.9,38.5,8,4,0.065,1.0,0.966,0.977,46.5,92.1,False,app_switch_frequency,normal
2026-03-10T01:42:38,IT22248626,sess_947533,home,True,lunch,78.72,13.83,41.27,61.9,0.0112,565.2,76.44,130.9,0.374,1.68,0.052,3.66,1.518,1709.7,33.6,9,4,0.02,1.0,0.929,0.98,21.75,63.8,False,mean_dwell_time,normal
2026-03-20T19:31:50,IT22248626,sess_285624,home,True,lunch,95.62,9.0,42.39,49.2,0.0394,431.01,90.04,113.02,0.496,1.66,0.109,2.97,1.117,1779.9,53.1,16,5,0.091,1.0,0.921,0.996,39.78,64.1,False,geolocation_deviation;face_liveness_score,normal
2026-03-05T14:20:41,IT22248626,sess_875654,home,False,,70.16,12.36,56.45,57.4,0.0398,334.6,88.64,166.41,0.482,1.73,0.184,3.79,1.722,1202.7,58.9,17,1,0.018,1.0,0.903,0.939,49.72,64.6,False,wifi_ssid_match;app_switch_frequency,normal
2026-03-31T15:50:05,IT22248626,sess_808109,office,False,,67.64,14.67,46.77,66.2,0.0219,365.6,73.73,155.22,0.43,2.58,0.127,3.83,1.607,1173.1,37.0,12,2,0.041,1.0,0.957,0.986,41.95,71.4,False,mean_velocity;app_switch_frequency,normal
2026-03-12T08:27:13,IT22248626,sess_941378,home,False,,86.43,9.62,37.26,31.0,0.0198,771.25,67.82,117.65,0.419,1.63,0.152,3.44,1.268,1692.1,32.5,15,1,0.789,0.355,0.409,0.498,99.91,18.3,True,geolocation_deviation;mean_velocity;device_fingerprint_match;wifi_ssid_match,high_risk_anomaly
2026-03-06T09:37:10,IT22248626,sess_302657,office,False,,96.14,13.33,50.51,77.9,0.0192,457.93,122.5,131.88,0.356,2.17,0.153,4.71,0.923,1695.6,55.0,8,1,0.035,1.0,0.957,0.96,30.48,70.5,False,wifi_ssid_match;idle_ratio,normal
2026-03-27T09:33:27,IT22248626,sess_141290,office,False,,98.64,14.86,51.68,81.7,0.0241,415.69,102.57,135.23,0.499,2.03,0.063,2.65,1.502,2031.2,57.6,8,5,0.022,1.0,0.944,0.956,39.94,76.6,False,mean_velocity,normal
2026-03-29T08:40:27,IT22248626,sess_763490,home,False,,95.86,14.11,45.49,63.1,0.0397,501.22,78.98,137.95,0.536,1.63,0.141,4.31,1.652,1727.7,85.3,7,2,0.038,1.0,0.894,0.99,49.23,61.9,False,idle_ratio,normal
2026-03-18T04:26:41,IT22248626,sess_281251,office,False,,78.37,13.75,48.5,82.4,0.0279,505.1,96.13,131.03,0.4,1.26,0.169,3.69,1.542,2075.3,54.1,12,5,0.066,1.0,0.96,0.967,12.49,81.8,False,geolocation_deviation;face_liveness_score;mean_dwell_time,normal
2026-03-28T06:33:40,IT22248626,sess_123792,unknown,False,,100.8,14.83,54.34,64.0,0.0233,469.66,80.38,126.9,0.355,1.88,0.063,2.15,1.7,1984.1,49.0,8,2,0.045,1.0,0.993,0.988,42.97,77.0,False,typing_speed_wpm;app_switch_frequency;mean_velocity,normal
2026-03-15T20:29:23,IT22248626,sess_756499,office,False,,81.03,15.12,52.99,78.5,0.0129,538.33,75.94,132.55,0.422,1.99,0.153,4.52,1.137,1630.0,30.9,13,1,0.118,1.0,0.989,0.973,44.44,86.9,False,typing_speed_wpm;mean_dwell_time,normal
2026-03-21T13:04:30,IT22248626,sess_143096,office,False,,88.11,13.0,48.58,44.6,0.0293,452.13,107.36,151.5,0.51,2.37,0.062,4.31,1.426,1595.9,20.2,12,3,0.054,1.0,0.983,0.952,72.99,34.1,False,typing_speed_wpm;idle_ratio,low_risk_anomaly
2026-03-18T09:34:47,IT22248626,sess_516284,home,False,,92.64,15.08,49.11,75.4,0.0344,454.24,91.06,153.99,0.455,1.56,0.101,4.84,1.174,1403.7,34.8,16,4,0.075,1.0,0.911,0.946,36.64,83.9,False,idle_ratio;mean_dwell_time,normal
2026-03-29T19:54:31,IT22248626,sess_160289,office,False,,83.9,13.1,39.57,58.0,0.0119,307.22,88.47,149.73,0.537,2.26,0.081,3.37,1.391,2106.6,64.0,17,5,0.078,0.85,0.965,0.927,21.0,73.7,False,geolocation_deviation,normal
2026-03-28T07:28:25,IT22248626,sess_105476,home,False,,86.59,15.21,48.76,23.0,0.013,820.92,100.68,146.38,0.538,1.49,0.176,5.19,1.477,1239.1,42.1,8,4,0.65,0.063,0.594,0.341,77.25,11.2,True,geolocation_deviation;wifi_ssid_match;mean_velocity;typing_speed_wpm;device_fingerprint_match,high_risk_anomaly
2026-03-07T04:43:25,IT22248626,sess_120945,office,False,,76.38,12.65,54.49,55.3,0.0329,469.21,64.88,146.04,0.381,1.46,0.15,4.02,1.011,1679.7,64.1,7,4,0.036,0.7,0.956,0.953,36.17,76.2,False,mean_dwell_time,normal
2026-03-12T12:58:30,IT22248626,sess_307644,home,False,,77.36,9.31,50.48,42.1,0.0142,328.83,83.87,153.41,0.539,1.75,0.08,4.92,1.381,1533.8,24.8,18,2,0.096,1.0,0.953,0.987,26.33,72.1,False,mean_velocity;app_switch_frequency,normal
2026-03-29T13:51:04,IT22248626,sess_596376,home,True,lunch,91.19,12.5,62.16,83.7,0.0294,411.15,101.72,107.42,0.36,1.53,0.162,5.15,0.954,1502.6,55.2,16,3,0.048,1.0,0.884,0.972,47.44,55.5,False,face_liveness_score,normal
2026-03-21T18:30:42,IT22248626,sess_658244,unknown,False,,81.67,10.09,54.67,15.6,0.0146,708.46,83.4,156.02,0.534,2.07,0.146,2.95,1.251,2111.2,32.4,16,2,0.749,0.061,0.585,0.561,82.1,21.1,True,geolocation_deviation;face_liveness_score;mean_velocity;typing_speed_wpm;wifi_ssid_match,high_risk_anomaly
2026-03-04T02:31:45,IT22248626,sess_547099,office,True,short,91.58,12.83,50.77,36.7,0.0384,267.85,95.62,135.16,0.539,1.22,0.052,3.57,1.581,1376.1,24.8,8,2,0.099,1.0,0.922,0.987,47.14,70.1,False,geolocation_deviation;face_liveness_score;idle_ratio,normal
2026-03-03T19:30:50,IT22248626,sess_949063,office,False,,86.78,12.02,45.45,58.3,0.0376,374.71,93.88,91.96,0.355,1.53,0.134,2.46,1.64,2200.0,51.7,11,3,0.025,1.0,0.924,0.939,46.51,88.5,False,wifi_ssid_match;face_liveness_score;geolocation_deviation,normal
2026-03-10T15:59:16,IT22248626,sess_122689,office,False,,79.91,12.4,51.17,50.7,0.0182,332.73,104.29,128.11,0.45,2.22,0.102,4.19,1.597,1461.7,86.5,10,4,0.018,1.0,0.976,0.941,42.03,69.7,False,typing_speed_wpm,normal
2026-03-07T16:52:40,IT22248626,sess_539490,office,False,,86.49,13.25,41.68,77.4,0.0157,407.43,119.94,115.04,0.377,1.96,0.104,4.9,1.231,1276.8,66.3,7,5,0.095,1.0,0.902,0.994,40.42,82.0,False,mean_dwell_time,normal
2026-03-18T10:24:15,IT22248626,sess_863121,office,False,,85.09,17.44,41.15,72.0,0.0104,486.8,111.57,148.87,0.479,2.5,0.162,4.21,1.652,1457.0,77.3,14,1,0.036,0.85,0.924,0.994,40.54,56.7,False,mean_velocity;idle_ratio,normal
2026-03-08T23:51:02,IT22248626,sess_468948,office,False,,84.24,13.91,46.03,55.8,0.0226,383.88,93.5,120.19,0.396,1.51,0.189,3.9,1.263,1353.7,24.6,8,4,0.022,0.7,0.989,0.987,47.0,68.6,False,geolocation_deviation,normal
2026-03-20T05:23:58,IT22248626,sess_918926,office,False,,78.14,16.63,53.21,67.5,0.0296,498.86,80.33,144.87,0.445,1.28,0.162,3.7,1.118,1508.7,56.1,14,4,0.042,1.0,0.977,0.948,34.74,95.8,False,geolocation_deviation;app_switch_frequency,normal
2026-03-28T11:19:45,IT22248626,sess_157504,unknown,True,lunch,84.8,12.5,43.52,8.3,0.0224,745.9,98.12,133.49,0.438,1.11,0.089,5.35,1.262,2019.8,19.3,12,1,0.593,0.308,0.69,0.673,91.86,16.3,True,face_liveness_score;typing_speed_wpm;device_fingerprint_match;wifi_ssid_match;geolocation_deviation,high_risk_anomaly
2026-03-28T05:15:47,IT22248626,sess_126190,home,True,lunch,88.32,14.0,51.45,61.3,0.0252,397.92,72.78,119.46,0.439,2.58,0.094,4.22,0.94,1809.1,22.4,11,3,0.106,1.0,0.952,0.934,29.16,81.5,False,wifi_ssid_match;typing_speed_wpm;face_liveness_score,normal
2026-03-20T17:53:14,IT22248626,sess_337034,office,False,,79.42,10.89,51.23,85.6,0.0177,525.72,67.32,120.1,0.531,2.35,0.109,5.7,1.669,1834.9,35.6,8,4,0.067,1.0,0.971,0.97,43.49,63.0,False,geolocation_deviation;face_liveness_score;mean_dwell_time,normal
2026-03-27T16:56:22,IT22248626,sess_928228,home,False,,88.24,14.05,33.47,34.0,0.0293,494.26,80.57,104.15,0.535,1.6,0.061,4.0,1.165,1398.9,56.9,16,1,0.097,0.85,0.903,0.942,63.54,31.9,False,typing_speed_wpm;app_switch_frequency,low_risk_anomaly
2026-03-08T15:46:42,IT22248626,sess_606307,office,False,,84.07,12.01,44.49,65.3,0.0128,449.94,74.79,141.12,0.365,0.91,0.184,5.22,1.644,1485.8,89.1,18,5,0.092,0.85,0.933,0.932,7.15,93.1,False,mean_dwell_time;geolocation_deviation;mean_velocity,normal
2026-03-06T11:06:22,IT22248626,sess_588695,office,False,,88.84,14.08,39.5,76.7,0.0356,293.15,75.28,149.28,0.542,1.94,0.131,2.48,1.345,1464.0,72.6,10,5,0.014,1.0,0.97,0.931,39.78,58.5,False,idle_ratio;mean_velocity;geolocation_deviation,normal
2026-03-12T03:38:33,IT22248626,sess_674144,office,False,,87.17,11.73,43.97,75.4,0.019,517.53,74.89,122.27,0.412,1.69,0.195,5.98,1.586,1118.4,56.9,9,2,0.082,1.0,0.986,0.95,10.02,59.1,False,wifi_ssid_match,normal
2026-03-28T11:26:55,IT22248626,sess_965694,home,False,,75.28,9.07,57.72,56.4,0.0269,339.39,85.63,97.4,0.491,0.37,0.116,1.72,1.781,1846.7,79.2,9,3,0.015,1.0,0.983,0.949,19.97,59.1,False,mean_velocity;typing_speed_wpm;wifi_ssid_match,normal
2026-03-26T07:41:24,IT22248626,sess_257306,office,False,,91.4,14.52,57.69,61.1,0.0307,467.77,74.24,154.75,0.381,1.7,0.149,2.72,1.381,1727.8,68.1,12,5,0.081,1.0,0.975,0.942,47.73,73.1,False,wifi_ssid_match,normal
2026-03-26T11:16:38,IT22248626,sess_557377,office,False,,81.92,17.83,49.82,48.6,0.0256,352.78,77.69,117.24,0.495,1.55,0.184,5.56,1.398,1716.0,40.6,7,4,0.027,1.0,0.997,0.996,11.79,87.3,False,mean_dwell_time,normal
2026-03-12T02:42:55,IT22248626,sess_973774,office,True,lunch,83.3,12.69,42.8,51.1,0.0106,452.62,98.56,150.79,0.362,2.23,0.196,4.38,1.555,2105.1,42.6,17,4,0.019,1.0,0.944,0.924,8.32,58.9,False,face_liveness_score;typing_speed_wpm;wifi_ssid_match,normal
2026-03-26T04:51:48,IT22248626,sess_212249,office,False,,96.06,12.44,43.09,51.8,0.0118,425.24,59.5,127.2,0.478,2.08,0.114,4.2,0.959,1512.0,81.3,14,1,0.093,0.85,0.925,0.971,10.04,85.2,False,mean_velocity;idle_ratio,normal
2026-03-11T08:55:10,IT22248626,sess_967977,office,False,,80.04,12.27,46.27,57.1,0.0291,475.49,90.39,84.62,0.422,2.24,0.177,4.68,1.768,1780.3,37.5,10,2,0.068,1.0,0.956,0.933,7.4,92.3,False,mean_velocity;typing_speed_wpm,normal
2026-03-06T16:13:28,IT22248626,sess_733413,office,False,,69.54,12.66,51.92,46.9,0.0209,401.69,86.37,132.36,0.53,2.26,0.114,3.93,1.574,1580.6,88.9,16,4,0.035,1.0,0.921,0.929,9.53,82.6,False,geolocation_deviation;app_switch_frequency,normal
2026-03-05T13:03:15,IT22248626,sess_252607,office,False,,64.25,11.86,38.47,42.6,0.0241,404.58,91.98,134.94,0.385,1.38,0.061,2.77,1.225,1587.8,34.5,13,4,0.02,1.0,0.947,0.922,48.49,69.7,False,app_switch_frequency;geolocation_deviation,normal
2026-03-27T06:51:56,IT22248626,sess_465755,home,False,,89.6,12.61,56.65,64.3,0.0118,455.11,87.77,116.99,0.501,1.98,0.109,5.76,0.962,1777.2,73.6,11,5,0.053,1.0,0.984,0.921,26.09,91.6,False,geolocation_deviation;wifi_ssid_match,normal
2026-03-11T12:43:07,IT22248626,sess_933292,office,True,short,84.2,9.65,46.25,85.6,0.0138,345.34,81.74,116.43,0.447,2.06,0.154,3.56,1.429,1727.3,71.5,17,5,0.046,1.0,0.939,0.994,26.2,97.9,False,mean_dwell_time,normal
2026-03-01T09:07:32,IT22248626,sess_554721,office,False,,96.67,16.94,43.66,55.6,0.0192,413.96,67.48,148.53,0.355,2.11,0.057,3.45,1.21,2357.3,73.5,12,4,0.064,0.85,0.951,0.947,18.37,95.8,False,idle_ratio;app_switch_frequency;mean_dwell_time,normal
2026-03-19T20:07:55,IT22248626,sess_657923,office,False,,86.05,12.52,52.16,49.9,0.0349,521.29,89.08,158.72,0.431,1.74,0.155,3.43,1.571,1408.8,49.4,16,3,0.018,1.0,0.887,0.965,12.49,65.3,False,mean_dwell_time,normal
2026-03-24T17:01:50,IT22248626,sess_615256,home,False,,77.42,15.34,48.42,57.5,0.0346,459.85,92.19,163.24,0.374,2.01,0.079,4.13,1.262,1819.7,20.8,15,4,0.059,0.7,0.959,0.979,21.77,96.1,False,wifi_ssid_match;app_switch_frequency,normal
2026-03-19T22:01:54,IT22248626,sess_902784,office,False,,100.48,16.59,44.32,60.3,0.0367,468.04,101.25,112.99,0.432,1.85,0.106,5.08,1.346,1414.8,21.1,14,4,0.034,1.0,0.962,0.926,43.3,76.3,False,wifi_ssid_match;geolocation_deviation,normal
2026-03-29T09:47:56,IT22248626,sess_159435,office,False,,79.97,13.49,49.02,62.1,0.0254,515.35,68.63,125.71,0.412,2.38,0.159,2.88,1.349,1926.8,19.1,13,5,0.028,1.0,0.908,0.94,7.5,96.4,False,mean_velocity;app_switch_frequency,normal
2026-03-29T11:30:29,IT22248626,sess_436434,home,False,,87.02,10.06,27.28,69.6,0.0238,413.99,79.64,112.33,0.392,1.39,0.16,3.66,1.175,1999.1,78.3,13,5,0.079,1.0,0.915,0.977,20.51,80.2,False,geolocation_deviation;mean_velocity;wifi_ssid_match,normal
2026-03-30T03:06:48,IT22248626,sess_985539,office,False,,95.15,11.78,50.24,65.6,0.0211,347.6,80.65,132.56,0.431,1.74,0.143,3.82,1.758,2171.7,85.4,8,2,0.085,1.0,0.999,0.92,5.42,57.9,False,mean_velocity;face_liveness_score;idle_ratio,normal
2026-03-24T00:27:30,IT22248626,sess_403527,office,False,,80.54,12.84,45.57,55.2,0.0203,448.92,91.7,131.55,0.398,1.98,0.099,3.05,1.506,1340.3,54.8,17,2,0.052,1.0,0.898,0.922,14.85,59.6,False,wifi_ssid_match;face_liveness_score,normal
2026-03-08T17:14:14,IT22248626,sess_496206,office,False,,80.47,11.46,45.45,73.9,0.0368,441.09,82.74,147.54,0.5,1.16,0.062,5.07,1.44,1269.5,81.5,13,1,0.081,1.0,0.905,0.983,48.12,83.0,False,mean_dwell_time,normal
